id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
BFApZ1ZH4-dBU7lrVk15Ag,white-castle-new-brunswick,White Castle,https://s3-media4.fl.yelpcdn.com/bphoto/c7cxi4_rBTm_5cMIkk2RiA/o.jpg,False,https://www.yelp.com/biz/white-castle-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,44,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.5,"{'latitude': 40.4855431672125, 'longitude': -74.4713161793865}","['pickup', 'delivery']",$,"{'address1': '680 Somerset St', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['680 Somerset St', 'New Brunswick, NJ 08901']}",+17324182233,(732) 418-2233,2588.0099741070717
Y1aGNrTXDjtz034-oBX1uQ,lucas-ristorante-somerset,Luca's Ristorante,https://s3-media1.fl.yelpcdn.com/bphoto/IWo2UiYQd7s0nCuJAGYk-g/o.jpg,False,https://www.yelp.com/biz/lucas-ristorante-somerset?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,425,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}]",4.5,"{'latitude': 40.457904, 'longitude': -74.5111907}",['delivery'],$$,"{'address1': '2019 State Rt 27', 'address2': '', 'address3': '', 'city': 'Somerset', 'zip_code': '08873', 'country': 'US', 'state': 'NJ', 'display_address': ['2019 State Rt 27', 'Somerset, NJ 08873']}",+17322977676,(732) 297-7676,6851.841115417767
epS--4_G-fqdgjkQn2jqPA,coco-malaysian-and-thai-cuisine-edison,Coco Malaysian & Thai Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/Za2LrvMJnvOIHfXiHKPC-Q/o.jpg,False,https://www.yelp.com/biz/coco-malaysian-and-thai-cuisine-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,272,"[{'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 40.514082, 'longitude': -74.404599}",[],$$,"{'address1': '1803 Lincoln Hwy', 'address2': '', 'address3': 'Rt 27', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['1803 Lincoln Hwy', 'Rt 27', 'Edison, NJ 08817']}",+17327771300,(732) 777-1300,4179.4078541509125
eBTrhc7FAxOquQdgJ_eewQ,chef-tan-蜀湘门第-highland-park-3,Chef Tan 蜀湘门第,https://s3-media1.fl.yelpcdn.com/bphoto/rFVaieYEEh2VswJ51bIYkg/o.jpg,False,https://www.yelp.com/biz/chef-tan-%E8%9C%80%E6%B9%98%E9%97%A8%E7%AC%AC-highland-park-3?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,122,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'latitude': 40.500531, 'longitude': -74.424637}","['pickup', 'delivery']",$$,"{'address1': '441 Raritan Ave', 'address2': None, 'address3': '', 'city': 'Highland Park', 'zip_code': '08904', 'country': 'US', 'state': 'NJ', 'display_address': ['441 Raritan Ave', 'Highland Park, NJ 08904']}",+17328436900,(732) 843-6900,1931.8598305854346
_7_RFuYXf6KxrftTQNgvDg,seafood-boil-north-brunswick-2,Seafood Boil,https://s3-media3.fl.yelpcdn.com/bphoto/yYWaxwwPbCkQmCfJj5MpXA/o.jpg,False,https://www.yelp.com/biz/seafood-boil-north-brunswick-2?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,110,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 40.46033, 'longitude': -74.45745}",[],$$,"{'address1': '787 Shoppes Blvd', 'address2': '', 'address3': None, 'city': 'North Brunswick', 'zip_code': '08902', 'country': 'US', 'state': 'NJ', 'display_address': ['787 Shoppes Blvd', 'North Brunswick, NJ 08902']}",+17326586648,(732) 658-6648,3458.3856691043075
dYy0XeAEv1PhlM0_unmNnA,jimmys-grill-and-pizzeria-new-brunswick,Jimmy's Grill & Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/Tb9dm9iSEJixC6dB3MKjew/o.jpg,False,https://www.yelp.com/biz/jimmys-grill-and-pizzeria-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,41,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 40.4987702292498, 'longitude': -74.4516699468494}","['pickup', 'delivery']",$,"{'address1': '104 Easton Ave', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['104 Easton Ave', 'New Brunswick, NJ 08901']}",+17324189600,(732) 418-9600,1460.7803511907418
P7A4XV6zDjTHxmNVLIpMFg,zimmerli-art-museum-at-rutgers-new-brunswick,Zimmerli Art Museum at Rutgers,https://s3-media4.fl.yelpcdn.com/bphoto/fbTISUm5fsNXNUbzvBT6Vg/o.jpg,False,https://www.yelp.com/biz/zimmerli-art-museum-at-rutgers-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,22,"[{'alias': 'artmuseums', 'title': 'Art Museums'}]",4.0,"{'latitude': 40.499903206076, 'longitude': -74.4456974523976}",[],,"{'address1': '71 Hamilton St', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['71 Hamilton St', 'New Brunswick, NJ 08901']}",+18489327237,(848) 932-7237,1333.5774199514276
Qm-PuWIngSE2zVbjH5nLOA,sunmerry-bakery-edison,Sunmerry Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/JssnadNzKCYwi1reVT4BGw/o.jpg,False,https://www.yelp.com/biz/sunmerry-bakery-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,114,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]",4.5,"{'latitude': 40.50696, 'longitude': -74.396548}",[],$$,"{'address1': '561 US 1', 'address2': '', 'address3': None, 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['561 US 1', 'Edison, NJ 08817']}",+17323544378,(732) 354-4378,4281.271582445309
jxvgHSeaBKM3mGIcwnzPyw,art-of-salad-east-brunswick-east-brunswick-2,Art of Salad - East Brunswick,https://s3-media4.fl.yelpcdn.com/bphoto/cXHemwnEAciR0E-PSsetBA/o.jpg,False,https://www.yelp.com/biz/art-of-salad-east-brunswick-east-brunswick-2?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,234,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,"{'latitude': 40.456517, 'longitude': -74.39487}","['pickup', 'delivery']",$$,"{'address1': '300 NJ-18', 'address2': '', 'address3': '', 'city': 'East Brunswick', 'zip_code': '08816', 'country': 'US', 'state': 'NJ', 'display_address': ['300 NJ-18', 'East Brunswick, NJ 08816']}",+17323872666,(732) 387-2666,5274.159764618267
4mw53gih0iw1QlH-Biw9Pw,spice-24-edison,Spice 24,https://s3-media3.fl.yelpcdn.com/bphoto/QoSU33_xfWwuJWj5iuK6Gg/o.jpg,False,https://www.yelp.com/biz/spice-24-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,194,"[{'alias': 'szechuan', 'title': 'Szechuan'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 40.5126676244596, 'longitude': -74.4079740469611}",[],$$,"{'address1': '1735 Hwy 27', 'address2': '', 'address3': '', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['1735 Hwy 27', 'Edison, NJ 08817']}",+17326400999,(732) 640-0999,3875.5121501593335
AM1V7IbFjxgeu1u_E_4_4A,hole-in-the-walls-bagels-new-brunswick,Hole In The Walls Bagels,https://s3-media2.fl.yelpcdn.com/bphoto/d3puhEAWW50IpPJXQyNwPA/o.jpg,False,https://www.yelp.com/biz/hole-in-the-walls-bagels-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,67,"[{'alias': 'bagels', 'title': 'Bagels'}]",3.5,"{'latitude': 40.4976064, 'longitude': -74.4479103}","['pickup', 'delivery']",$,"{'address1': '25 Easton Ave', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['25 Easton Ave', 'New Brunswick, NJ 08901']}",+17322470101,(732) 247-0101,1175.514818838997
-VsmoECdpQtXkBo8mnni5w,filippos-famous-pizza-new-brunswick,Filippo's Famous Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/R4cjS2yLW_zC891-S5pE_Q/o.jpg,False,https://www.yelp.com/biz/filippos-famous-pizza-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,56,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'latitude': 40.4938697814941, 'longitude': -74.4439544677734}","['pickup', 'delivery']",$,"{'address1': '336 George St', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['336 George St', 'New Brunswick, NJ 08901']}",+17328469060,(732) 846-9060,653.1997380810117
jakk8dqkNPArNqNg3mHeHA,elixir-bar-and-grill-edison,Elixir Bar & Grill,https://s3-media2.fl.yelpcdn.com/bphoto/zd6YRarK35jnfSz3L_CKcg/o.jpg,False,https://www.yelp.com/biz/elixir-bar-and-grill-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,153,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 40.5011909066979, 'longitude': -74.3927383121075}","['pickup', 'delivery']",$$,"{'address1': '2222 Woodbridge Ave', 'address2': '', 'address3': '', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['2222 Woodbridge Ave', 'Edison, NJ 08817']}",+17328194026,(732) 819-4026,4315.861057177387
Bkqr0p3fJW1PwraCMtfXIQ,mei-mei-chinese-somerset,Mei-Mei Chinese,https://s3-media3.fl.yelpcdn.com/bphoto/fKa64oFVGvj1y4bxP1e28w/o.jpg,False,https://www.yelp.com/biz/mei-mei-chinese-somerset?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,87,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 40.4926661, 'longitude': -74.4700364}",['delivery'],$$,"{'address1': '633 Hamilton St', 'address2': '', 'address3': '', 'city': 'Somerset', 'zip_code': '08873', 'country': 'US', 'state': 'NJ', 'display_address': ['633 Hamilton St', 'Somerset, NJ 08873']}",+17322460456,(732) 246-0456,2519.367203172129
9Resg4MB37xNfiLqXBYBFA,persis-biryani-and-indian-grill-piscataway-3,Persis Biryani & Indian Grill,https://s3-media4.fl.yelpcdn.com/bphoto/ZlMIuxyzA0l_42zevwx2QQ/o.jpg,False,https://www.yelp.com/biz/persis-biryani-and-indian-grill-piscataway-3?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,326,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}]",4.0,"{'latitude': 40.5338329550972, 'longitude': -74.4190215604318}","['pickup', 'delivery']",$$,"{'address1': '1665 Stelton Rd', 'address2': None, 'address3': '', 'city': 'Piscataway', 'zip_code': '08854', 'country': 'US', 'state': 'NJ', 'display_address': ['1665 Stelton Rd', 'Piscataway, NJ 08854']}",+17325430560,(732) 543-0560,5374.706406374339
xrWfNsqeU8arU8wKIrkv4Q,mango-mango-edison-edison,Mango Mango - Edison,https://s3-media2.fl.yelpcdn.com/bphoto/uRlkXzZs5Al0aBvVPo-iZQ/o.jpg,False,https://www.yelp.com/biz/mango-mango-edison-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,194,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'waffles', 'title': 'Waffles'}]",3.5,"{'latitude': 40.5125398227457, 'longitude': -74.4077878006904}",[],$,"{'address1': '1729 Lincoln Hwy', 'address2': '', 'address3': None, 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['1729 Lincoln Hwy', 'Edison, NJ 08817']}",+17323398815,(732) 339-8815,3877.035103402235
tSOkPcX5CoF9W3O450UzLg,fusion-house-restaurant-north-brunswick-township-2,Fusion House Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/B_eFObBSLgMS16tbbhgySg/o.jpg,False,https://www.yelp.com/biz/fusion-house-restaurant-north-brunswick-township-2?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,43,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 40.4670605882217, 'longitude': -74.4543170881053}",['delivery'],$$,"{'address1': '725 Georges Rd', 'address2': '', 'address3': '', 'city': 'North Brunswick Township', 'zip_code': '08902', 'country': 'US', 'state': 'NJ', 'display_address': ['725 Georges Rd', 'North Brunswick Township, NJ 08902']}",+17323543530,(732) 354-3530,2634.71401335095
VWGxzW6k5xWsKkqezidjCQ,sushio-asian-bistro-edison,SushiO Asian Bistro,https://s3-media3.fl.yelpcdn.com/bphoto/5cvdxaLpTMO2GXq6gzmdYg/o.jpg,False,https://www.yelp.com/biz/sushio-asian-bistro-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,253,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 40.5087748202378, 'longitude': -74.3910295817617}","['pickup', 'delivery']",$$,"{'address1': '691 US Hwy 1', 'address2': '', 'address3': '', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['691 US Hwy 1', 'Edison, NJ 08817']}",+17325720000,(732) 572-0000,4787.644628573563
rpcHMthyjkcR3kpjiE7kdw,wings-over-rutgers-new-brunswick,Wings Over Rutgers,https://s3-media3.fl.yelpcdn.com/bphoto/QAQm_OcofIDFM2Mpy4n28Q/o.jpg,False,https://www.yelp.com/biz/wings-over-rutgers-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,75,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,"{'latitude': 40.4995370669238, 'longitude': -74.4536649529613}","['pickup', 'delivery']",$,"{'address1': '152 Easton Ave', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['152 Easton Ave', 'New Brunswick, NJ 08901']}",+17325431111,(732) 543-1111,1634.2248608148725
O3iwPx0jQYOmBPnXcwlfPQ,olde-queens-tavern-new-brunswick,Olde Queens Tavern,https://s3-media4.fl.yelpcdn.com/bphoto/MDfGBzi_FkrwY33mXhe10g/o.jpg,False,https://www.yelp.com/biz/olde-queens-tavern-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,44,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"{'latitude': 40.49884, 'longitude': -74.45207}",[],$,"{'address1': '108 Easton Ave', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['108 Easton Ave', 'New Brunswick, NJ 08901']}",+17328464006,(732) 846-4006,1494.0199509717133
ToyT4hTkQ27Os_uoJBui8g,taco-house-new-brunswick,Taco House,https://s3-media2.fl.yelpcdn.com/bphoto/76No2q2T5B1dKuyk-8GAIQ/o.jpg,False,https://www.yelp.com/biz/taco-house-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,29,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 40.4934, 'longitude': -74.45226}","['pickup', 'delivery']",,"{'address1': '115 French St', 'address2': '', 'address3': None, 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['115 French St', 'New Brunswick, NJ 08901']}",+17326456583,(732) 645-6583,1092.2028907322351
hRvJhk6yxo6Gbexu9JbUZg,jersey-shore-bbq-east-brunswick-6,Jersey Shore BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/PjuEwnehKXQgSOdsGBlacg/o.jpg,False,https://www.yelp.com/biz/jersey-shore-bbq-east-brunswick-6?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,147,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.456486541361, 'longitude': -74.4022706677505}",['pickup'],$$,"{'address1': '77 Tices Ln', 'address2': '', 'address3': None, 'city': 'East Brunswick', 'zip_code': '08816', 'country': 'US', 'state': 'NJ', 'display_address': ['77 Tices Ln', 'East Brunswick, NJ 08816']}",+17322102521,(732) 210-2521,4832.3876354859885
lfFqyUE-osr8F2s9luMcfg,rice-factory-milltown,Rice Factory,https://s3-media1.fl.yelpcdn.com/bphoto/nuk5l3j8SeWdL9S1CYaulw/o.jpg,False,https://www.yelp.com/biz/rice-factory-milltown?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,176,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 40.450709, 'longitude': -74.4247793}",['pickup'],$$,"{'address1': '268 Ryders Ln', 'address2': '', 'address3': '', 'city': 'Milltown', 'zip_code': '08850', 'country': 'US', 'state': 'NJ', 'display_address': ['268 Ryders Ln', 'Milltown, NJ 08850']}",+17325432626,(732) 543-2626,4415.647975440239
qAUie5gs31cVAwa1BzaZew,so-kong-dong-tofu-house-edison,So Kong Dong Tofu House,https://s3-media1.fl.yelpcdn.com/bphoto/wLrtB2UXKY9zzHn4Flc7bw/o.jpg,False,https://www.yelp.com/biz/so-kong-dong-tofu-house-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,265,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"{'latitude': 40.5130804946265, 'longitude': -74.4081612313009}",[],$$,"{'address1': '1755 Rt 27 S', 'address2': '', 'address3': '', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['1755 Rt 27 S', 'Edison, NJ 08817']}",+17327772110,(732) 777-2110,3896.2461705622536
04V-l_0td9iX5wmdgMUSxg,park-deli-highland-park,Park Deli,https://s3-media2.fl.yelpcdn.com/bphoto/K-rAYWA54BeAKB8gIfGEAA/o.jpg,False,https://www.yelp.com/biz/park-deli-highland-park?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,37,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'delis', 'title': 'Delis'}]",4.0,"{'latitude': 40.4979807, 'longitude': -74.4331384}",['delivery'],$,"{'address1': '80 Raritan Ave', 'address2': '', 'address3': '', 'city': 'Highland Park', 'zip_code': '08904', 'country': 'US', 'state': 'NJ', 'display_address': ['80 Raritan Ave', 'Highland Park, NJ 08904']}",+17325456585,(732) 545-6585,1262.503325728007
erPbnBwVvw_dR6aHU6aA3Q,chung-sol-bat-edison,Chung Sol Bat,https://s3-media3.fl.yelpcdn.com/bphoto/vNthealmBQhX4S7ZrELdcQ/o.jpg,False,https://www.yelp.com/biz/chung-sol-bat-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,341,"[{'alias': 'korean', 'title': 'Korean'}]",4.0,"{'latitude': 40.5149433, 'longitude': -74.3731826}",[],$$,"{'address1': '558 Old Post Rd', 'address2': '', 'address3': '', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['558 Old Post Rd', 'Edison, NJ 08817']}",+17322871234,(732) 287-1234,6449.805241199157
5-nSieoHApR3QM0-5O2J7Q,douglas-pizza-and-grill-new-brunswick-3,Douglas Pizza & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/L6ONW81TNaV9g4CK5vFQEg/o.jpg,False,https://www.yelp.com/biz/douglas-pizza-and-grill-new-brunswick-3?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,44,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'latitude': 40.492100336228, 'longitude': -74.4434193659599}","['pickup', 'delivery']",$,"{'address1': '298 George St', 'address2': None, 'address3': None, 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['298 George St', 'New Brunswick, NJ 08901']}",+17325140097,(732) 514-0097,454.75719457419166
K32TA32xvrkqssv9OKqFTw,hunan-manor-highland-park,Hunan Manor,https://s3-media3.fl.yelpcdn.com/bphoto/xdN7nvtJvzoNgtv-bxOFGA/o.jpg,False,https://www.yelp.com/biz/hunan-manor-highland-park?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,81,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'latitude': 40.4990495, 'longitude': -74.4286058}",['pickup'],$$,"{'address1': '239 Raritan Ave', 'address2': '', 'address3': '', 'city': 'Highland Park', 'zip_code': '08904', 'country': 'US', 'state': 'NJ', 'display_address': ['239 Raritan Ave', 'Highland Park, NJ 08904']}",+17322478813,(732) 247-8813,1582.7589284022968
Snjbz4MZVc6bWaIz_1Q93Q,currito-new-brunswick,Currito,https://s3-media4.fl.yelpcdn.com/bphoto/bgZCitssd5WQjOqF8b07cQ/o.jpg,False,https://www.yelp.com/biz/currito-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,30,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 40.5025635, 'longitude': -74.4514389}",[],$,"{'address1': '126 College Ave', 'address2': '', 'address3': 'Rutgers Student Center', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['126 College Ave', 'Rutgers Student Center', 'New Brunswick, NJ 08901']}",+17326402222,(732) 640-2222,1825.8167384837993
AjzgJAGuD4MHNOcCxgwwYA,brooklyn-boys-pizza-and-deli-edison,Brooklyn Boys Pizza and Deli,https://s3-media3.fl.yelpcdn.com/bphoto/M_RTpvjli5FUrX2fCxRNGw/o.jpg,False,https://www.yelp.com/biz/brooklyn-boys-pizza-and-deli-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,255,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"{'latitude': 40.555188, 'longitude': -74.345816}",['delivery'],$,"{'address1': '9 Lincoln Hwy', 'address2': '', 'address3': None, 'city': 'Edison', 'zip_code': '08820', 'country': 'US', 'state': 'NJ', 'display_address': ['9 Lincoln Hwy', 'Edison, NJ 08820']}",+17329026600,(732) 902-6600,10941.467598535208
